Naive,32,0.481825,0.372492,0.744462
Naive,48,0.513033,0.411092,0.623347
Naive,64,0.554941,0.449803,0.652535
Naive,128,0.562174,0.461319,0.673170
Naive,256,0.548724,0.443890,0.662066
Naive,512,0.547425,0.445436,0.645575
Naive,1024,0.644853,0.526147,0.720411
Transpose,32,0.261086,0.251651,0.327616
Transpose,48,0.289121,0.285940,0.304763
Transpose,64,0.282271,0.279220,0.296392
Transpose,128,0.283071,0.278987,0.297690
Transpose,256,0.282709,0.279740,0.297524
Transpose,512,0.282810,0.279393,0.297540
Transpose,1024,0.283335,0.279886,0.297438
All_GPU,32,0.056750,0.037279,0.189977
All_GPU,32,0.043948,0.038190,0.048231
All_GPU,32,0.051959,0.039273,0.129381
All_GPU,32,0.048233,0.037768,0.109935
All_GPU,48,0.041575,0.037831,0.046407
All_GPU,64,0.061408,0.059349,0.063279
All_GPU,128,0.082108,0.080671,0.084129
All_GPU,256,0.083864,0.082416,0.086022
All_GPU,512,0.082508,0.081112,0.084128
All_GPU,1024,0.082555,0.081180,0.084247
All_GPU,32,0.039086,0.037570,0.042099
All_GPU,48,0.039977,0.038549,0.042258
All_GPU,64,0.061978,0.060015,0.062936
All_GPU,128,0.082140,0.080739,0.083967
All_GPU,256,0.083959,0.082507,0.086329
All_GPU,512,0.082591,0.081119,0.084718
All_GPU,1024,0.082740,0.081319,0.084824
All_GPU,32,0.041668,0.037470,0.047544
All_GPU,48,0.041846,0.037862,0.046783
All_GPU,64,0.061657,0.059871,0.063621
All_GPU,128,0.082077,0.080689,0.083807
All_GPU,256,0.083869,0.082439,0.086215
All_GPU,512,0.082554,0.081164,0.084345
All_GPU,1024,0.082610,0.081204,0.084592
Naive,32,0.470408,0.388159,0.611497
Naive,48,0.503629,0.425037,0.634233
Naive,64,0.549103,0.465830,0.689412
Naive,128,0.560744,0.455440,0.674392
Naive,256,0.548008,0.459411,0.663819
Naive,512,0.542464,0.448505,0.671262
Naive,1024,0.640968,0.546180,0.734532
Transpose,32,0.259372,0.252506,0.299970
Transpose,48,0.287622,0.284262,0.302351
Transpose,64,0.283996,0.279904,0.298215
Transpose,128,0.281776,0.278911,0.297051
Transpose,256,0.284547,0.281579,0.299633
Transpose,512,0.282442,0.278386,0.297514
Transpose,1024,0.281227,0.278162,0.297179
Shmem,32,0.243432,0.235075,0.298076
Shmem,48,0.242779,0.240596,0.257928
Shmem,64,0.270015,0.266272,0.286562
Shmem,128,0.281222,0.278739,0.296732
Shmem,256,0.283044,0.280238,0.298916
Shmem,512,0.281530,0.279335,0.295246
Shmem,1024,0.281136,0.278926,0.294469
All_GPU,32,0.043488,0.037076,0.090408
All_GPU,48,0.039433,0.038045,0.041285
All_GPU,64,0.063205,0.059573,0.068364
All_GPU,128,0.082099,0.080693,0.084096
All_GPU,256,0.083880,0.082445,0.086134
All_GPU,512,0.082572,0.081132,0.084653
All_GPU,1024,0.082567,0.081157,0.084280
